S_INFO_WINDCODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE
603068.SH,博通集成,20190415,null
603069.SH,海汽集团,20160712,null
603070.SH,万控智造,20220310,null
603071.SH,物产环能,20211216,null
603073.SH,彩蝶实业,20230316,null
603075.SH,热威股份,20230911,null
603076.SH,乐惠国际,20171113,null
603077.SH,和邦生物,20120731,null
603078.SH,江化微,20170410,null
603079.SH,圣达生物,20170823,null
603080.SH,新疆火炬,20180103,null
603081.SH,大丰实业,20170420,null
603082.SH,北自科技,20240130,null
603083.SH,剑桥科技,20171110,null
603085.SH,天成自控,20150630,null
603086.SH,先达股份,20170511,null
603087.SH,甘李药业,20200629,null
603088.SH,宁波精达,20141111,null
603089.SH,正裕工业,20170126,null
603090.SH,宏盛股份,20160831,null
603091.SH,众鑫股份,20240920,null
603093.SH,南华期货,20190830,null
603095.SH,越剑智能,20200415,null
603096.SH,新经典,20170425,null
603097.SH,江苏华辰,20220512,null
603098.SH,森特股份,20161216,null
603099.SH,长白山,20140822,null
603100.SH,川仪股份,20140805,null
603101.SH,汇嘉时代,20160506,null
603102.SH,百合股份,20220125,null
603103.SH,横店影视,20171012,null
603105.SH,芯能科技,20180709,null
603106.SH,恒银科技,20170920,null
603107.SH,上海汽配,20231101,null
603108.SH,润达医疗,20150527,null
603109.SH,神驰机电,20191231,null
603110.SH,东方材料,20171013,null
603111.SH,康尼机电,20140801,null
603112.SH,华翔股份,20200917,null
603113.SH,金能科技,20170511,null
603115.SH,海星股份,20190809,null
603116.SH,红蜻蜓,20150629,null
603117.SH,万林物流,20150629,null
603118.SH,共进股份,20150225,null
603119.SH,浙江荣泰,20230801,null
603121.SH,华培动力,20190111,null
603122.SH,合富中国,20220216,null
603123.SH,翠微股份,20120503,null
603125.SH,常青科技,20230410,null
603126.SH,中材节能,20140731,null
603127.SH,昭衍新药,20170825,null
603128.SH,华贸物流,20120529,null
603129.SH,春风动力,20170818,null
603130.SH,云中马,20221118,null
603131.SH,上海沪工,20160607,null
603132.SH,金徽股份,20220222,null
603133.SH,退市碳元,20170320,20240703
603135.SH,中重科技,20230410,null
603136.SH,天目湖,20170927,null
603137.SH,恒尚节能,20230419,null
603138.SH,海量数据,20170306,null
603139.SH,康惠制药,20170421,null
603150.SH,万朗磁塑,20220124,null
603151.SH,邦基科技,20221019,null
603153.SH,上海建科,20230313,null
603155.SH,新亚强,20200901,null
603156.SH,养元饮品,20180212,null
603157.SH,退市拉夏,20170925,20220524
603158.SH,腾龙股份,20150320,null
603159.SH,上海亚虹,20160812,null
603160.SH,汇顶科技,20161017,null
603161.SH,科华控股,20180105,null
603162.SH,海通发展,20230329,null
603163.SH,圣晖集成,20221013,null
603165.SH,荣晟环保,20170117,null
603166.SH,福达股份,20141127,null
603167.SH,渤海轮渡,20120906,null
603168.SH,莎普爱思,20140702,null
603169.SH,兰石重装,20141009,null
603170.SH,宝立食品,20220715,null
603171.SH,税友股份,20210630,null
603172.SH,万丰股份,20230510,null
603173.SH,福斯达,20230130,null
603176.SH,汇通集团,20211231,null
603177.SH,德创环保,20170207,null
603178.SH,圣龙股份,20170328,null
603179.SH,新泉股份,20170317,null
603180.SH,金牌家居,20170512,null
603181.SH,皇马科技,20170824,null
603182.SH,嘉华股份,20220909,null
603183.SH,建研院,20170905,null
603185.SH,弘元绿能,20181228,null
603186.SH,华正新材,20170103,null
603187.SH,海容冷链,20181129,null
603188.SH,亚邦股份,20140909,null
603189.SH,网达软件,20160914,null
603190.SH,亚通精工,20230217,null
603191.SH,望变电气,20220428,null
603192.SH,汇得科技,20180828,null
603193.SH,润本股份,20231017,null
603195.SH,公牛集团,20200206,null
603196.SH,日播时尚,20170531,null
603197.SH,保隆科技,20170519,null
603198.SH,迎驾贡酒,20150528,null
603199.SH,九华旅游,20150326,null
603200.SH,上海洗霸,20170601,null
603201.SH,常润股份,20220729,null
603203.SH,快克智能,20161108,null
603206.SH,嘉环科技,20220506,null
603207.SH,小方制药,20240826,null
603208.SH,江山欧派,20170210,null
603209.SH,兴通股份,20220324,null
603211.SH,晋拓股份,20220725,null
603212.SH,赛伍技术,20200430,null
603213.SH,镇洋发展,20211111,null
603214.SH,爱婴室,20180330,null
603215.SH,比依股份,20220218,null
603216.SH,梦天家居,20211215,null
603217.SH,元利科技,20190620,null
603218.SH,日月股份,20161228,null
603219.SH,富佳股份,20211122,null
603220.SH,中贝通信,20181115,null
603221.SH,爱丽家居,20200323,null
603222.SH,济民健康,20150217,null
603223.SH,恒通股份,20150630,null
603225.SH,新凤鸣,20170418,null
603226.SH,菲林格尔,20170615,null
603227.SH,雪峰科技,20150515,null
603228.SH,景旺电子,20170106,null
603229.SH,奥翔药业,20170509,null
603230.SH,内蒙新华,20211224,null
603231.SH,索宝蛋白,20231215,null
603232.SH,格尔软件,20170421,null
603233.SH,大参林,20170731,null
603235.SH,天新药业,20220712,null
603236.SH,移远通信,20190716,null
603237.SH,五芳斋,20220831,null
603238.SH,诺邦股份,20170222,null
603239.SH,浙江仙通,20161230,null
603255.SH,鼎际得,20220818,null
603256.SH,宏和科技,20190719,null
603258.SH,电魂网络,20161026,null
603259.SH,药明康德,20180508,null
603260.SH,合盛硅业,20171030,null
603261.SH,立航科技,20220315,null
603266.SH,天龙股份,20170110,null
603267.SH,鸿远电子,20190515,null
603268.SH,松发股份,20150319,null
603269.SH,海鸥股份,20170517,null
603270.SH,金帝股份,20230901,null
603272.SH,联翔股份,20220520,null
603273.SH,天元智能,20231023,null
603275.SH,众辰科技,20230823,null
603276.SH,恒兴新材,20230925,null
603277.SH,银都股份,20170911,null
603278.SH,大业股份,20171113,null
603279.SH,景津装备,20190729,null
603280.SH,南方路机,20221108,null
603281.SH,江瀚新材,20230131,null
603282.SH,亚光股份,20230315,null
603283.SH,赛腾股份,20171225,null
603285.SH,键邦股份,20240705,null
603286.SH,日盈电子,20170627,null
603288.SH,海天味业,20140211,null
603289.SH,泰瑞机器,20171031,null
603290.SH,斯达半导,20200204,null
603291.SH,联合水务,20230327,null
603296.SH,华勤技术,20230808,null
603297.SH,永新光学,20180910,null
603298.SH,杭叉集团,20161227,null
603299.SH,苏盐井神,20151231,null
603300.SH,华铁应急,20150529,null
603301.SH,振德医疗,20180412,null
603303.SH,得邦照明,20170330,null
603305.SH,旭升集团,20170710,null
603306.SH,华懋科技,20140926,null
603307.SH,扬州金泉,20230216,null
603308.SH,应流股份,20140122,null
603309.SH,维力医疗,20150302,null
603310.SH,巍华新材,20240814,null
603311.SH,金海高科,20150518,null
603312.SH,西典新能,20240111,null
603313.SH,梦百合,20161013,null
603315.SH,福鞍股份,20150424,null
603316.SH,诚邦股份,20170619,null
603317.SH,天味食品,20190416,null
603318.SH,水发燃气,20150424,null
603319.SH,湘油泵,20161130,null
603320.SH,迪贝电气,20170502,null
603321.SH,梅轮电梯,20170915,null
603322.SH,超讯通信,20160728,null
603323.SH,苏农银行,20161129,null
603324.SH,盛剑科技,20210407,null
603325.SH,博隆技术,20240110,null
603326.SH,我乐家居,20170616,null
603327.SH,福蓉科技,20190523,null
603328.SH,依顿电子,20140701,null
603329.SH,上海雅仕,20171229,null
603330.SH,天洋新材,20170213,null
603331.SH,百达精工,20170705,null
603332.SH,苏州龙杰,20190117,null
603333.SH,尚纬股份,20120507,null
603335.SH,迪生力,20170620,null
603336.SH,宏辉果蔬,20161124,null
603337.SH,杰克股份,20170119,null
603338.SH,浙江鼎力,20150325,null
603339.SH,四方科技,20160519,null
603341.SH,龙旗科技,20240301,null
603344.SH,星德胜,20240320,null
603345.SH,安井食品,20170222,null
603348.SH,文灿股份,20180426,null
603350.SH,安乃达,20240703,null
603351.SH,威尔药业,20190130,null
603353.SH,和顺石油,20200407,null
603355.SH,莱克电气,20150513,null
603356.SH,华菱精工,20180124,null
603357.SH,设计总院,20170801,null
603358.SH,华达科技,20170125,null
603359.SH,东珠生态,20170901,null
603360.SH,百傲化学,20170206,null
603363.SH,*ST傲农,20170926,null
603365.SH,水星家纺,20171120,null
603366.SH,日出东方,20120521,null
603367.SH,辰欣药业,20170929,null
603368.SH,柳药集团,20141204,null
603369.SH,今世缘,20140703,null
603373.SH,安邦护卫,20231220,null
603375.SH,盛景微,20240124,null
603377.SH,ST东时,20160205,null
603378.SH,亚士创能,20170928,null
603379.SH,三美股份,20190402,null
603380.SH,易德龙,20170622,null
603381.SH,永臻股份,20240626,null
603383.SH,顶点软件,20170522,null
603385.SH,惠达卫浴,20170405,null
603386.SH,骏亚科技,20170912,null
603387.SH,基蛋生物,20170717,null
603388.SH,ST元成,20170324,null
603389.SH,亚振家居,20161215,null
603390.SH,通达电气,20191125,null
603391.SH,力聚热能,20240731,null
603392.SH,万泰生物,20200429,null
603393.SH,新天然气,20160912,null
603396.SH,金辰股份,20171018,null
603398.SH,沐邦高科,20151209,null
603399.SH,永杉锂业,20120824,null
603408.SH,建霖家居,20200730,null
603416.SH,信捷电气,20161221,null
603421.SH,鼎信通讯,20161011,null
603429.SH,集友股份,20170124,null
603439.SH,贵州三力,20200428,null
603444.SH,吉比特,20170104,null
603456.SH,九洲药业,20141010,null
603458.SH,勘设股份,20170809,null
603466.SH,风语筑,20171020,null
603477.SH,巨星农牧,20171218,null
603486.SH,科沃斯,20180528,null
603488.SH,展鹏科技,20170516,null
603489.SH,八方股份,20191111,null
603496.SH,恒为科技,20170607,null
603499.SH,翔港科技,20171016,null
603500.SH,祥和实业,20170904,null
603501.SH,韦尔股份,20170504,null
603505.SH,金石资源,20170503,null
603506.SH,南都物业,20180201,null
603507.SH,振江股份,20171106,null
603508.SH,思维列控,20151224,null
603511.SH,爱慕股份,20210531,null
603515.SH,欧普照明,20160819,null
603516.SH,淳中科技,20180202,null
603517.SH,绝味食品,20170317,null
603518.SH,锦泓集团,20141203,null
603519.SH,立霸股份,20150319,null
603520.SH,司太立,20160309,null
603527.SH,众源新材,20170907,null
603528.SH,多伦科技,20160503,null
603529.SH,爱玛科技,20210615,null
603530.SH,神马电力,20190805,null
603533.SH,掌阅科技,20170921,null
603535.SH,嘉诚国际,20170808,null
603536.SH,惠发食品,20170613,null
603538.SH,美诺华,20170407,null
603551.SH,奥普科技,20200115,null
603555.SH,ST贵人,20140124,20240329
603556.SH,海兴电力,20161110,null
603557.SH,ST起步,20170818,null
603558.SH,健盛集团,20150127,null
603559.SH,*ST通脉,20161202,null
603565.SH,中谷物流,20200925,null
603566.SH,普莱柯,20150518,null
603567.SH,珍宝岛,20150424,null
603568.SH,伟明环保,20150528,null
603569.SH,长久物流,20160810,null
603577.SH,汇金通,20161222,null
603578.SH,三星新材,20170306,null
603579.SH,荣泰健康,20170111,null
603580.SH,艾艾精工,20170525,null
603583.SH,捷昌驱动,20180921,null
603585.SH,苏利股份,20161214,null
603586.SH,金麒麟,20170406,null
603587.SH,地素时尚,20180622,null
603588.SH,高能环境,20141229,null
603589.SH,口子窖,20150629,null
603590.SH,康辰药业,20180827,null
603595.SH,东尼电子,20170712,null
603596.SH,伯特利,20180427,null
603598.SH,引力传媒,20150527,null
603599.SH,广信股份,20150513,null
603600.SH,永艺股份,20150123,null
603601.SH,再升科技,20150122,null
603602.SH,纵横通信,20170810,null
603603.SH,退市博天,20170217,20240425
603605.SH,珀莱雅,20171115,null
603606.SH,东方电缆,20141015,null
603607.SH,京华激光,20171025,null
603608.SH,*ST天创,20160218,null
603609.SH,禾丰股份,20140808,null
603610.SH,麒盛科技,20191029,null
603611.SH,诺力股份,20150128,null
603612.SH,索通发展,20170718,null
603613.SH,国联股份,20190730,null
603615.SH,茶花股份,20170213,null
603616.SH,韩建河山,20150611,null
603617.SH,君禾股份,20170703,null
603618.SH,杭电股份,20150217,null
603619.SH,中曼石油,20171117,null
603626.SH,科森科技,20170209,null
603628.SH,清源股份,20170112,null
603629.SH,利通电子,20181224,null
603630.SH,拉芳家化,20170313,null
603633.SH,徕木股份,20161117,null
603636.SH,南威软件,20141230,null
603637.SH,镇海股份,20170208,null
603638.SH,艾迪精密,20170120,null
603639.SH,海利尔,20170112,null
603648.SH,畅联股份,20170913,null
603650.SH,彤程新材,20180627,null
603655.SH,朗博科技,20171229,null
603656.SH,泰禾智能,20170321,null
603657.SH,春光科技,20180730,null
603658.SH,安图生物,20160901,null
603659.SH,璞泰来,20171103,null
603660.SH,苏州科达,20161201,null
603661.SH,恒林股份,20171121,null
603662.SH,柯力传感,20190806,null
603663.SH,三祥新材,20160801,null
603665.SH,康隆达,20170313,null
603666.SH,亿嘉和,20180612,null
603667.SH,五洲新春,20161025,null
603668.SH,天马科技,20170117,null
603669.SH,灵康药业,20150528,null
603676.SH,卫信康,20170721,null
603677.SH,奇精机械,20170206,null
603678.SH,火炬电子,20150126,null
603679.SH,华体科技,20170621,null
603680.SH,今创集团,20180227,null
603681.SH,永冠新材,20190326,null
603682.SH,锦和商管,20200421,null
603683.SH,晶华新材,20171020,null
603685.SH,晨丰科技,20171127,null
603686.SH,福龙马,20150126,null
603687.SH,大胜达,20190726,null
603688.SH,石英股份,20141031,null
603689.SH,皖天然气,20170110,null
603690.SH,至纯科技,20170113,null
603693.SH,江苏新能,20180703,null
603696.SH,安记食品,20151209,null
603697.SH,有友食品,20190508,null
603698.SH,航天工程,20150128,null
603699.SH,纽威股份,20140117,null
603700.SH,宁水集团,20190122,null
603701.SH,德宏股份,20160412,null
603703.SH,盛洋科技,20150423,null
603706.SH,东方环宇,20180709,null
603707.SH,健友股份,20170719,null
603708.SH,家家悦,20161213,null
603709.SH,中源家居,20180208,null
603711.SH,香飘飘,20171130,null
603712.SH,七一二,20180226,null
603713.SH,密尔克卫,20180713,null
603716.SH,塞力医疗,20161031,null
603717.SH,天域生物,20170327,null
603718.SH,海利生物,20150515,null
603719.SH,良品铺子,20200224,null
603721.SH,中广天择,20170811,null
603722.SH,阿科力,20171025,null
603725.SH,天安新材,20170906,null
603726.SH,朗迪集团,20160421,null
603727.SH,博迈科,20161122,null
603728.SH,鸣志电器,20170509,null
603729.SH,龙韵股份,20150324,null
603730.SH,岱美股份,20170728,null
603733.SH,仙鹤股份,20180420,null
603737.SH,三棵树,20160603,null
603738.SH,泰晶科技,20160928,null
603739.SH,蔚蓝生物,20190116,null
603755.SH,日辰股份,20190828,null
603757.SH,大元泵业,20170711,null
603758.SH,秦安股份,20170517,null
603759.SH,海天股份,20210326,null
603766.SH,隆鑫通用,20120810,null
603767.SH,中马传动,20170613,null
603768.SH,常青股份,20170324,null
603773.SH,沃格光电,20180417,null
603776.SH,永安行,20170817,null
603777.SH,来伊份,20161012,null
603778.SH,国晟科技,20151231,null
603779.SH,威龙股份,20160516,null
603786.SH,科博达,20191015,null
603787.SH,新日股份,20170427,null
603788.SH,宁波高发,20150120,null
603789.SH,星光农机,20150427,null
603790.SH,雅运股份,20180912,null
603797.SH,联泰环保,20170413,null
603798.SH,康普顿,20160406,null
603799.SH,华友钴业,20150129,null
603800.SH,洪田股份,20151210,null
603801.SH,志邦家居,20170630,null
603803.SH,瑞斯康达,20170420,null
603806.SH,福斯特,20140905,null
603808.SH,歌力思,20150422,null
603809.SH,豪能股份,20171128,null
603810.SH,丰山集团,20180917,null
603811.SH,诚意药业,20170315,null
603813.SH,原尚股份,20170918,null
603815.SH,交建股份,20191021,null
603816.SH,顾家家居,20161014,null
603817.SH,海峡环保,20170220,null
603818.SH,曲美家居,20150422,null
603819.SH,神力股份,20161125,null
603822.SH,嘉澳环保,20160428,null
603823.SH,百合花,20161220,null
603825.SH,华扬联众,20170802,null
603826.SH,坤彩科技,20170414,null
603828.SH,ST柯利达,20150226,null
603829.SH,洛凯股份,20171017,null
603833.SH,欧派家居,20170328,null
603836.SH,海程邦达,20210526,null
603838.SH,四通股份,20150701,null
603839.SH,安正时尚,20170214,null
603843.SH,正平股份,20160905,null
603848.SH,好太太,20171201,null
603855.SH,华荣股份,20170524,null
603856.SH,东宏股份,20171106,null
603858.SH,步长制药,20161118,null
603859.SH,能科科技,20161021,null
603860.SH,中公高科,20170802,null
603861.SH,白云电器,20160322,null
603863.SH,松炀资源,20190621,null
603866.SH,桃李面包,20151222,null
603867.SH,新化股份,20190627,null
603868.SH,飞科电器,20160418,null
603869.SH,ST智知,20150326,null
603871.SH,嘉友国际,20180206,null
603876.SH,鼎胜新材,20180418,null
603877.SH,太平鸟,20170109,null
603878.SH,武进不锈,20161219,null
603879.SH,ST永悦,20170614,null
603880.SH,南卫股份,20170807,null
603881.SH,数据港,20170208,null
603882.SH,金域医学,20170908,null
603883.SH,老百姓,20150423,null
603885.SH,吉祥航空,20150527,null
603886.SH,元祖股份,20161228,null
603887.SH,城地香江,20161010,null
603888.SH,新华网,20161028,null
603889.SH,新澳股份,20141231,null
603890.SH,春秋电子,20171212,null
603893.SH,瑞芯微,20200207,null
603895.SH,天永智能,20180122,null
603896.SH,寿仙谷,20170510,null
603897.SH,长城科技,20180410,null
603898.SH,好莱客,20150217,null
603899.SH,晨光股份,20150127,null
603900.SH,莱绅通灵,20161123,null
603901.SH,永创智能,20150529,null
603903.SH,中持股份,20170314,null
603906.SH,龙蟠科技,20170410,null
603908.SH,牧高笛,20170307,null
603909.SH,建发合诚,20160628,null
603912.SH,佳力图,20171101,null
603915.SH,国茂股份,20190614,null
603916.SH,苏博特,20171110,null
603917.SH,合力科技,20171204,null
603918.SH,金桥信息,20150528,null
603919.SH,金徽酒,20160310,null
603920.SH,世运电路,20170426,null
603922.SH,金鸿顺,20171023,null
603926.SH,铁流股份,20170510,null
603927.SH,中科软,20190909,null
603928.SH,兴业股份,20161212,null
603929.SH,亚翔集成,20161230,null
603931.SH,格林达,20200819,null
603933.SH,睿能科技,20170706,null
603936.SH,博敏电子,20151209,null
603937.SH,丽岛新材,20171102,null
603938.SH,三孚股份,20170628,null
603939.SH,益丰药房,20150217,null
603948.SH,建业股份,20200302,null
603949.SH,雪龙集团,20200310,null
603950.SH,长源东谷,20200526,null
603955.SH,大千生态,20170310,null
603956.SH,威派格,20190222,null
603958.SH,哈森股份,20160629,null
603959.SH,ST百利,20160517,null
603960.SH,克来机电,20170314,null
603963.SH,*ST大药,20170922,null
603966.SH,法兰泰克,20170125,null
603967.SH,中创物流,20190429,null
603968.SH,醋化股份,20150518,null
603969.SH,银龙股份,20150227,null
603970.SH,中农立华,20171116,null
603976.SH,正川股份,20170822,null
603977.SH,国泰集团,20161111,null
603978.SH,深圳新星,20170807,null
603979.SH,金诚信,20150630,null
603980.SH,吉华集团,20170615,null
603982.SH,泉峰汽车,20190522,null
603983.SH,丸美股份,20190725,null
603985.SH,恒润股份,20170505,null
603986.SH,兆易创新,20160818,null
603987.SH,康德莱,20161121,null
603988.SH,中电电机,20141104,null
603989.SH,艾华集团,20150515,null
603990.SH,麦迪科技,20161208,null
603991.SH,至正股份,20170308,null
603992.SH,松霖科技,20190826,null
603993.SH,洛阳钼业,20121009,null
603995.SH,甬金股份,20191224,null
603996.SH,退市中新,20151222,20220524
603997.SH,继峰股份,20150302,null
603998.SH,方盛制药,20141205,null
603999.SH,读者传媒,20151210,null
605001.SH,威奥股份,20200522,null
605003.SH,众望布艺,20200908,null
605005.SH,合兴股份,20210119,null
605006.SH,山东玻纤,20200903,null
605007.SH,五洲特纸,20201110,null
605008.SH,长鸿高科,20200821,null
605009.SH,豪悦护理,20200911,null
605011.SH,杭州热电,20210630,null
605016.SH,百龙创园,20210421,null
605018.SH,长华集团,20200929,null
605020.SH,永和股份,20210709,null
605028.SH,世茂能源,20210712,null
605033.SH,美邦股份,20210916,null
605050.SH,福然德,20200924,null
605055.SH,迎丰股份,20210129,null
605056.SH,咸亨国际,20210720,null
605058.SH,澳弘电子,20201021,null
605060.SH,联德股份,20210301,null
605066.SH,天正电气,20200807,null
605068.SH,明新旭腾,20201123,null
605069.SH,正和生态,20210816,null
605077.SH,华康股份,20210209,null
605080.SH,浙江自然,20210506,null
605081.SH,太和水,20210209,null
605086.SH,龙高股份,20210416,null
605088.SH,冠盛股份,20200817,null
605089.SH,味知香,20210427,null
605090.SH,九丰能源,20210525,null
605098.SH,行动教育,20210421,null
605099.SH,共创草坪,20200930,null
605100.SH,华丰股份,20200811,null
605108.SH,同庆楼,20200716,null
605111.SH,新洁能,20200928,null
605116.SH,奥锐特,20200921,null
605117.SH,德业股份,20210420,null
605118.SH,力鼎光电,20200730,null
605122.SH,四方新材,20210310,null
605123.SH,派克新材,20200825,null
605128.SH,上海沿浦,20200915,null
605133.SH,嵘泰股份,20210224,null
605136.SH,丽人丽妆,20200929,null
605138.SH,盛泰集团,20211027,null
605151.SH,西上海,20201215,null
605155.SH,西大门,20201231,null
605158.SH,华达新材,20200805,null
605162.SH,新中港,20210707,null
605166.SH,聚合顺,20200618,null
605167.SH,利柏特,20210726,null
605168.SH,三人行,20200528,null
605169.SH,洪通燃气,20201030,null
605177.SH,东亚药业,20201125,null
605178.SH,时空科技,20200821,null
605179.SH,一鸣食品,20201228,null
605180.SH,华生科技,20210430,null
605183.SH,确成股份,20201207,null
605186.SH,健麾信息,20201222,null
605188.SH,国光连锁,20200728,null
605189.SH,富春染织,20210528,null
605196.SH,华通线缆,20210511,null
605198.SH,安德利,20200918,null
605199.SH,葫芦娃,20200710,null
605208.SH,永茂泰,20210308,null
605218.SH,伟时电子,20200928,null
605222.SH,起帆电缆,20200731,null
605228.SH,神通科技,20210120,null
605255.SH,天普股份,20200825,null
605258.SH,协和电子,20201203,null
605259.SH,绿田机械,20210615,null
605266.SH,健之佳,20201201,null
605268.SH,王力安防,20210224,null
605277.SH,新亚电子,20210106,null
605286.SH,同力日升,20210322,null
605287.SH,德才股份,20210706,null
605288.SH,凯迪股份,20200601,null
605289.SH,罗曼股份,20210426,null
605296.SH,神农集团,20210528,null
605298.SH,必得科技,20210301,null
605299.SH,舒华体育,20201215,null
605300.SH,佳禾食品,20210430,null
605303.SH,园林股份,20210301,null
605305.SH,中际联合,20210506,null
605318.SH,法狮龙,20200803,null
605319.SH,无锡振华,20210607,null
605333.SH,沪光股份,20200818,null
605336.SH,帅丰电器,20201019,null
605337.SH,李子园,20210208,null
605338.SH,巴比食品,20201012,null
605339.SH,南侨食品,20210518,null
605358.SH,立昂微,20200911,null
605365.SH,立达信,20210720,null
605366.SH,宏柏新材,20200812,null
605368.SH,蓝天燃气,20210129,null
605369.SH,拱东医疗,20200916,null
605376.SH,博迁新材,20201208,null
605377.SH,华旺科技,20201228,null
605378.SH,野马电池,20210412,null
605388.SH,均瑶健康,20200818,null
605389.SH,长龄液压,20210322,null
605398.SH,新炬网络,20210121,null
605399.SH,晨光新材,20200804,null
605488.SH,福莱新材,20210513,null
605499.SH,东鹏饮料,20210527,null
605500.SH,森林包装,20201222,null
605507.SH,国邦医药,20210802,null
605555.SH,德昌股份,20211021,null
605566.SH,福莱蒽特,20211025,null
605567.SH,春雪食品,20211013,null
605577.SH,龙版传媒,20210824,null
605580.SH,恒盛能源,20210819,null
605588.SH,冠石科技,20210812,null
605589.SH,圣泉集团,20210810,null
605598.SH,上海港湾,20210917,null
605599.SH,菜百股份,20210909,null
688001.SH,华兴源创,20190722,null
688002.SH,睿创微纳,20190722,null
688003.SH,天准科技,20190722,null
688004.SH,博汇科技,20200612,null
688005.SH,容百科技,20190722,null
688006.SH,杭可科技,20190722,null
688007.SH,光峰科技,20190722,null
688008.SH,澜起科技,20190722,null
688009.SH,中国通号,20190722,null
688010.SH,福光股份,20190722,null
688011.SH,新光光电,20190722,null
688012.SH,中微公司,20190722,null
688013.SH,天臣医疗,20200928,null
688015.SH,交控科技,20190722,null
688016.SH,心脉医疗,20190722,null
688017.SH,绿的谐波,20200828,null
688018.SH,乐鑫科技,20190722,null
688019.SH,安集科技,20190722,null
688020.SH,方邦股份,20190722,null
688021.SH,奥福环保,20191106,null
688022.SH,瀚川智能,20190722,null
688023.SH,安恒信息,20191105,null
688025.SH,杰普特,20191031,null
688026.SH,洁特生物,20200122,null
688027.SH,国盾量子,20200709,null
688028.SH,沃尔德,20190722,null
688029.SH,南微医学,20190722,null
688030.SH,山石网科,20190930,null
688031.SH,星环科技,20221018,null
688032.SH,禾迈股份,20211220,null
688033.SH,天宜上佳,20190722,null
688035.SH,德邦科技,20220919,null
688036.SH,传音控股,20190930,null
688037.SH,芯源微,20191216,null
688038.SH,中科通达,20210713,null
688039.SH,当虹科技,20191211,null
688041.SH,海光信息,20220812,null
688045.SH,必易微,20220526,null
688046.SH,药康生物,20220425,null
688047.SH,龙芯中科,20220624,null
688048.SH,长光华芯,20220401,null
688049.SH,炬芯科技,20211129,null
688050.SH,爱博医疗,20200729,null
688051.SH,佳华科技,20200320,null
688052.SH,纳芯微,20220422,null
688053.SH,思科瑞,20220708,null
688055.SH,龙腾光电,20200817,null
688056.SH,莱伯泰科,20200902,null
688057.SH,金达莱,20201111,null
688058.SH,宝兰德,20191101,null
688059.SH,华锐精密,20210208,null
688060.SH,云涌科技,20200710,null
688061.SH,灿瑞科技,20221018,null
688062.SH,迈威生物,20220118,null
688063.SH,派能科技,20201230,null
688065.SH,凯赛生物,20200812,null
688066.SH,航天宏图,20190722,null
688067.SH,爱威科技,20210616,null
688068.SH,热景生物,20190930,null
688069.SH,德林海,20200722,null
688070.SH,纵横股份,20210210,null
688071.SH,华依科技,20210729,null
688072.SH,拓荆科技,20220420,null
688073.SH,毕得医药,20221011,null
688075.SH,安旭生物,20211118,null
688076.SH,诺泰生物,20210520,null
688077.SH,大地熊,20200722,null
688078.SH,龙软科技,20191230,null
688079.SH,美迪凯,20210302,null
688080.SH,映翰通,20200212,null
688081.SH,兴图新科,20200106,null
688082.SH,盛美上海,20211118,null
688083.SH,中望软件,20210311,null
688084.SH,晶品特装,20221208,null
688085.SH,三友医疗,20200409,null
688086.SH,退市紫晶,20200226,null
688087.SH,英科再生,20210709,null
688088.SH,虹软科技,20190722,null
688089.SH,嘉必优,20191219,null
688090.SH,瑞松科技,20200217,null
688091.SH,上海谊众,20210909,null
688092.SH,爱科科技,20210319,null
688093.SH,世华科技,20200930,null
688095.SH,福昕软件,20200908,null
688096.SH,京源环保,20200409,null
688097.SH,博众精工,20210512,null
688098.SH,申联生物,20191028,null
688099.SH,晶晨股份,20190808,null
688100.SH,威胜信息,20200121,null
688101.SH,三达膜,20191115,null
688102.SH,斯瑞新材,20220316,null
688103.SH,国力股份,20210910,null
688105.SH,诺唯赞,20211115,null
688106.SH,金宏气体,20200616,null
688107.SH,安路科技,20211112,null
688108.SH,赛诺医疗,20191030,null
688109.SH,品茗科技,20210330,null
688110.SH,东芯股份,20211210,null
688111.SH,金山办公,20191118,null
688112.SH,鼎阳科技,20211201,null
688113.SH,联测科技,20210506,null
688114.SH,华大智造,20220909,null
688115.SH,思林杰,20220314,null
688116.SH,天奈科技,20190925,null
688117.SH,圣诺生物,20210603,null
688118.SH,普元信息,20191204,null
688119.SH,中钢洛耐,20220606,null
688120.SH,华海清科,20220608,null
688121.SH,卓然股份,20210906,null
688122.SH,西部超导,20190722,null
688123.SH,聚辰股份,20191223,null
688125.SH,安达智能,20220415,null
688126.SH,沪硅产业,20200420,null
688127.SH,蓝特光学,20200921,null
688128.SH,中国电研,20191105,null
688129.SH,东来技术,20201023,null
688130.SH,晶华微,20220729,null
688131.SH,皓元医药,20210608,null
688132.SH,邦彦技术,20220923,null
688133.SH,泰坦科技,20201030,null
688135.SH,利扬芯片,20201111,null
688136.SH,科兴制药,20201214,null
688137.SH,近岸蛋白,20220929,null
688138.SH,清溢光电,20191120,null
688139.SH,海尔生物,20191025,null
688141.SH,杰华特,20221223,null
688143.SH,长盈通,20221212,null
688146.SH,中船特气,20230421,null
688147.SH,微导纳米,20221223,null
688148.SH,芳源股份,20210806,null
688150.SH,莱特光电,20220318,null
688151.SH,华强科技,20211206,null
